stkcod,stkdes,docdat,loccod,trnqty               ,tqucod, unitpr                 ,trnbal,newbal,
U-BPMX0803-2000,BAOJI-PM803-กากี[KHAKI],31/3/2015,01 ,48,คู่, 105.33 ,5055.85,,
U-BPMX0805-1200,BAOJI-PM805-ดำ[BLACK],31/3/2015,01 ,432,คู่, 102.91 ,44458.17,,
U-BPMX0805-1700,BAOJI-PM805-น้ำตาล[BROWN],31/3/2015,01 ,60,คู่, 130.00 ,7800,,
U-BPMX0807-1215,BAOJI-PM807-ดำแดง[BLACK/RED],31/3/2015,01 ,360,คู่, 12.65 ,4554.89,,
U-BPMX0807-1221,BAOJI-PM807-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,420,คู่, 99.16 ,41646.99,,
U-BPMX0807-1223,BAOJI-PM807-ดำเทา[BLACK/GREY],31/3/2015,01 ,204,คู่, 105.00 ,21420,,
U-BPMX0807-1226,BAOJI-PM807-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,636,คู่, 101.15 ,64329.78,,
U-BPMX0807-1724,BAOJI-PM807-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,72,คู่, 106.60 ,7675.15,,
U-BPMX0808-1200,BAOJI-PM808-ดำ[BLACK],31/3/2015,01 ,264,คู่, 105.00 ,27720.01,,
U-BPMX0808-1500,BAOJI-PM808-แดง[RED],31/3/2015,01 ,708,คู่, 105.49 ,74683.72,,
U-BPMX0808-1700,BAOJI-PM808-น้ำตาล[BROWN],31/3/2015,01 ,252,คู่, 105.00 ,26460,,
U-BPMX0809-1200,BAOJI-PM809-ดำ[BLACK],31/3/2015,01 ,24,คู่, 105.00 ,2520,,
U-BPMX0810-1200,BAOJI-PM810-ดำ[BLACK],31/3/2015,01 ,996,คู่, 105.99 ,105562.41,,
U-BPMX0810-1700,BAOJI-PM810-น้ำตาล[BROWN],31/3/2015,01 ,852,คู่, 105.70 ,90059.3,,
U-BPMX0811-1200,BAOJI-PM811-ดำ[BLACK],31/3/2015,01 ,156,คู่, 129.76 ,20241.85,,
U-BPMX0811-1700,BAOJI-PM811-น้ำตาล[BROWN],31/3/2015,01 ,-24,คู่, 130.00 ,-3120,,
U-BPMX0812-1215,BAOJI-PM812-ดำแดง[BLACK/RED],31/3/2015,01 ,36,คู่, 105.00 ,3780,,
U-BPMX0812-1724,BAOJI-PM812-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,288,คู่,,0,,
U-BPMX0813-1700,BAOJI-PM813-น้ำตาล[BROWN],31/3/2015,01 ,144,คู่,,0,,
U-BPMX0815-1700,BAOJI-PM815-น้ำตาล[BROWN],31/3/2015,01 ,36,คู่, 105.00 ,3780,,
U-BPMX0816-1212,BAOJI-PM816-ดำดำ[BLACK/BLACK],31/3/2015,01 ,300,คู่, 108.37 ,32510.9,,
U-BPMX0816-1215,BAOJI-PM816-ดำแดง[BLACK/RED],31/3/2015,01 ,108,คู่, 130.00 ,14040,,
U-BPMX0816-1223,BAOJI-PM816-ดำเทา[BLACK/GREY],31/3/2015,01 ,732,คู่, 2.10 ,1534.84,,
U-BPMX0816-1724,BAOJI-PM816-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,96,คู่, 130.00 ,12480,,
U-BPMX0817-1200,BAOJI-PM817-ดำ[BLACK],31/3/2015,01 ,48,คู่, 105.00 ,5040,,
U-BPMX0817-1700,BAOJI-PM817-น้ำตาล[BROWN],31/3/2015,01 ,12,คู่, 105.32 ,1263.83,,
U-BPMX0818-1200,BAOJI-PM818-ดำ[BLACK],31/3/2015,01 ,516,คู่, 105.31 ,54342.28,,
U-BPMX0818-1700,BAOJI-PM818-น้ำตาล[BROWN],31/3/2015,01 ,552,คู่, 105.00 ,57960,,
U-BPMX0819-1200,BAOJI-PM819-ดำ[BLACK],31/3/2015,01 ,108,คู่, 105.00 ,11340,,
U-BPMX0819-1213,BAOJI-PM819-ดำขาว[BLACK/WHITE],31/3/2015,01 ,24,คู่, 115.34 ,2768.17,,
U-BPMX0819-1215,BAOJI-PM819-ดำแดง[BLACK/RED],31/3/2015,01 ,264,คู่, 105.01 ,27722.51,,
U-BPMX0819-1224,BAOJI-PM819-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,408,คู่, 105.00 ,42840,,
U-BPMX0819-1226,BAOJI-PM819-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,276,คู่, 105.00 ,28980.13,,
U-BPMX0819-1724,BAOJI-PM819-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,24,คู่, 130.00 ,3120,,
U-BPMX0821-1200,BAOJI-PM821-ดำ[BLACK],31/3/2015,01 ,24,คู่, 105.00 ,2520,,
U-BPMX0821-1700,BAOJI-PM821-น้ำตาล[BROWN],31/3/2015,01 ,24,คู่, 105.02 ,2520.49,,
U-BPMX0822-1200,BAOJI-PM822-ดำ[BLACK],31/3/2015,01 ,552,คู่, 105.00 ,57960,,
U-BPMX0822-1700,BAOJI-PM822-น้ำตาล[BROWN],31/3/2015,01 ,348,คู่, 105.85 ,36836.01,,
U-BPMX0823-1500,BAOJI-PM823-แดง[RED],31/3/2015,01 ,468,คู่, 105.00 ,49140,,
U-BPMX0823-2200,BAOJI-PM823-น้ำเงิน[DR.BLUE],31/3/2015,01 ,504,คู่, 106.79 ,53820,,
U-BPMX0823-2400,BAOJI-PM823-ส้ม[ORANGE],31/3/2015,01 ,540,คู่, 105.42 ,56925.58,,
U-BPMX0823-2600,BAOJI-PM823-เขียว[GREEN],31/3/2015,01 ,492,คู่, 107.44 ,52860,,
U-BPMX0824-1215,BAOJI-PM824-ดำแดง[BLACK/RED],31/3/2015,01 ,240,คู่, 105.19 ,25245.55,,
U-BPMX0824-1724,BAOJI-PM824-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,48,คู่, 105.05 ,5042.42,,
U-BPMX0825-1200,BAOJI-PM825-ดำ[BLACK],31/3/2015,01 ,12,คู่, 105.00 ,1260,,
U-BPMX0825-1215,BAOJI-PM825-ดำแดง[BLACK/RED],31/3/2015,01 ,552,คู่, 105.00 ,57960,,
U-BPMX0825-1221,BAOJI-PM825-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,816,คู่, 105.00 ,85680,,
U-BPMX0825-1222,BAOJI-PM825-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,516,คู่, 105.01 ,54185.53,,
U-BPMX0825-1226,BAOJI-PM825-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,840,คู่, 105.00 ,88200,,
U-BPMX0825-1724,BAOJI-PM825-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,468,คู่, 105.00 ,49140,,
U-BPMX0826-1200,BAOJI-PM826-ดำ[BLACK],31/3/2015,01 ,12,คู่, 105.00 ,1260,,
U-BPMX0827-2100,BAOJI-PM827-เหลือง[YELLOW],31/3/2015,01 ,324,คู่, 105.93 ,34320,,
U-BPMX0827-2400,BAOJI-PM827-ส้ม[ORANGE],31/3/2015,01 ,216,คู่, 105.00 ,22680,,
U-BPMX0827-2600,BAOJI-PM827-เขียว[GREEN],31/3/2015,01 ,264,คู่, 105.00 ,27720,,
U-BPMX0828-1700,BAOJI-PM828-น้ำตาล[BROWN],31/3/2015,01 ,204,คู่, 105.00 ,21420,,
U-BPMX0829-1200,BAOJI-PM829-ดำ[BLACK],31/3/2015,01 ,84,คู่, 105.00 ,8820,,
U-BPMX0829-1700,BAOJI-PM829-น้ำตาล[BROWN],31/3/2015,01 ,132,คู่, 105.06 ,13867.96,,
U-BPMX0830-1221,BAOJI-PM830-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,372,คู่, 107.24 ,39894.38,,
U-BPMX0830-1222,BAOJI-PM830-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,252,คู่, 105.19 ,26507.75,,
U-BPMX0830-1226,BAOJI-PM830-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,612,คู่, 105.61 ,64633.89,,
U-BPMX0830-1724,BAOJI-PM830-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,180,คู่, 7.22 ,1300.01,,
U-BPMX0831-1215,BAOJI-PM831-ดำแดง[BLACK/RED],31/3/2015,01 ,144,คู่, 105.00 ,15120,,
U-BPMX0831-1221,BAOJI-PM831-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,504,คู่, 105.00 ,52920,,
U-BPMX0831-1222,BAOJI-PM831-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,168,คู่, 105.00 ,17640,,
U-BPMX0831-1223,BAOJI-PM831-ดำเทา[BLACK/GREY],31/3/2015,01 ,312,คู่, 105.00 ,32760,,
U-BPMX0831-1224,BAOJI-PM831-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,480,คู่, 105.09 ,50445.26,,
U-BPMX0832-1200,BAOJI-PM832-ดำ[BLACK],31/3/2015,01 ,60,คู่, 105.00 ,6300,,
U-BPMX0832-1700,BAOJI-PM832-น้ำตาล[BROWN],31/3/2015,01 ,60,คู่, 105.00 ,6300,,
U-BPMX0833-1200,BAOJI-PM833-ดำ[BLACK],31/3/2015,01 ,576,คู่, 105.00 ,60480,,
U-BPMX0833-1700,BAOJI-PM833-น้ำตาล[BROWN],31/3/2015,01 ,720,คู่, 105.00 ,75600,,
U-BPMX0834-1600,BAOJI-PM834-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,180,คู่, 105.82 ,19047.43,,
U-BPMX0835-1215,BAOJI-PM835-ดำแดง[BLACK/RED],31/3/2015,01 ,348,คู่, 105.00 ,36540,,
U-BPMX0835-1221,BAOJI-PM835-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,384,คู่, 105.00 ,40320,,
U-BPMX0835-1222,BAOJI-PM835-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,372,คู่, 79.60 ,29609.37,,
U-BPMX0835-1223,BAOJI-PM835-ดำเทา[BLACK/GREY],31/3/2015,01 ,372,คู่, 105.00 ,39060,,
U-BPMX0836-1223,BAOJI-PM836-ดำเทา[BLACK/GREY],31/3/2015,01 ,252,คู่, 105.00 ,26460,,
U-BPMX0836-1700,BAOJI-PM836-น้ำตาล[BROWN],31/3/2015,01 ,312,คู่, 105.00 ,32760,,
U-BPMX0837-1221,BAOJI-PM837-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,60,คู่, 105.00 ,6300,,
U-BPMX0837-1222,BAOJI-PM837-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,36,คู่, 105.00 ,3780,,
U-BPMX0837-1224,BAOJI-PM837-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,372,คู่, 105.00 ,39060,,
U-BPMX0837-1226,BAOJI-PM837-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,84,คู่, 105.00 ,8820,,
U-BPMX0838-1200,BAOJI-PM838-ดำ[BLACK],31/3/2015,01 ,48,คู่, 105.00 ,5040,,
U-BPMX0838-1700,BAOJI-PM838-น้ำตาล[BROWN],31/3/2015,01 ,216,คู่, 105.00 ,22680,,
U-BPMX0840-1213,BAOJI-PM840-ดำขาว[BLACK/WHITE],31/3/2015,01 ,108,คู่, 105.00 ,11340,,
U-BPMX0840-1215,BAOJI-PM840-ดำแดง[BLACK/RED],31/3/2015,01 ,168,คู่, 105.00 ,17640,,
U-BPMX0840-1221,BAOJI-PM840-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,456,คู่, 105.00 ,47880,,
U-BPMX0840-1222,BAOJI-PM840-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,120,คู่, 105.00 ,12600,,
U-BPMX0840-1224,BAOJI-PM840-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,264,คู่, 105.00 ,27720,,
U-BPMX0841-1213,BAOJI-PM841-ดำขาว[BLACK/WHITE],31/3/2015,01 ,396,คู่, 105.00 ,41580,,
U-BPMX0841-1215,BAOJI-PM841-ดำแดง[BLACK/RED],31/3/2015,01 ,384,คู่, 105.00 ,40320,,
U-BPMX0841-1221,BAOJI-PM841-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,216,คู่, 105.00 ,22680,,
U-BPMX0841-1222,BAOJI-PM841-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,384,คู่, 104.97 ,40308.91,,
U-BPMX0841-1224,BAOJI-PM841-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,564,คู่, 105.00 ,59220,,
U-BPMX0841-1226,BAOJI-PM841-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,552,คู่, 105.00 ,57960,,
U-BPWX0801-2400,BAOJI-PW801-ส้ม[ORANGE],31/3/2015,01 ,48,คู่, 103.33 ,4959.88,,
U-BPWX0801-2700,BAOJI-PW801-ม่วง[PURPLE],31/3/2015,01 ,60,คู่, 102.27 ,6136.25,,
U-BPWX0802-1500,BAOJI-PW802-แดง[RED],31/3/2015,01 ,168,คู่, 108.75 ,18270,,
U-BPWX0803-1221,BAOJI-PW803-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,480,คู่, 100.00 ,48000,,
U-BPWX0803-1224,BAOJI-PW803-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,264,คู่, 100.33 ,26487.19,,
U-BPWX0803-1226,BAOJI-PW803-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,204,คู่, 100.00 ,20400,,
U-BPWX0803-1227,BAOJI-PW803-ดำม่วง[BLACK/PURPLE],31/3/2015,01 ,384,คู่, 130.00 ,49920,,
U-BPWX0803-1231,BAOJI-PW803-ดำบานเย็น[BLACK/ROSE],31/3/2015,01 ,456,คู่, 100.00 ,45600,,
U-BPWX0804-1200,BAOJI-PW804-ดำ[BLACK],31/3/2015,01 ,168,คู่, 100.00 ,16800,,
U-BPWX0804-1215,BAOJI-PW804-ดำแดง[BLACK/RED],31/3/2015,01 ,324,คู่, 100.00 ,32400,,
U-BPWX0804-1700,BAOJI-PW804-น้ำตาล[BROWN],31/3/2015,01 ,264,คู่, 100.66 ,26574.16,,
U-BPWX0804-1716,BAOJI-PW804-น้ำตาลน้ำตาลอ่อน[BROWN/COFFEE],31/3/2015,01 ,408,คู่, 100.00 ,40800,,
U-BPWX0805-1200,BAOJI-PW805-ดำ[BLACK],31/3/2015,01 ,612,คู่, 100.00 ,61200,,
U-BPWX0805-1700,BAOJI-PW805-น้ำตาล[BROWN],31/3/2015,01 ,600,คู่, 100.00 ,60000,,
U-BPWX0805-2200,BAOJI-PW805-น้ำเงิน[DR.BLUE],31/3/2015,01 ,624,คู่, 100.26 ,62562.22,,
U-BPWX0805-2400,BAOJI-PW805-ส้ม[ORANGE],31/3/2015,01 ,552,คู่, 100.00 ,55200,,
U-BPWX0805-3100,BAOJI-PW805-บานเย็น[ROSE],31/3/2015,01 ,516,คู่, 100.00 ,51600,,
U-BPWX0807-1215,BAOJI-PW807-ดำแดง[BLACK/RED],31/3/2015,01 ,732,คู่, 100.00 ,73200,,
U-BPWX0807-1219,BAOJI-PW807-ดำฟ้า[BLACK/LT.BLUE],31/3/2015,01 ,552,คู่, 116.26 ,64175.52,,
U-BPWX0807-1221,BAOJI-PW807-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,624,คู่, 100.13 ,62481.66,,
U-BPWX0807-1226,BAOJI-PW807-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,444,คู่, 100.10 ,44444.82,,
U-BPWX0807-1227,BAOJI-PW807-ดำม่วง[BLACK/PURPLE],31/3/2015,01 ,648,คู่, 100.00 ,64800,,
U-BPWX0807-1231,BAOJI-PW807-ดำบานเย็น[BLACK/ROSE],31/3/2015,01 ,672,คู่, 116.48 ,78274.03,,
U-BPWX0807-1724,BAOJI-PW807-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,744,คู่, 100.05 ,74437.92,,
U-BPWX0830-1213,BAOJI-PW830-ดำขาว[BLACK/WHITE],31/3/2015,01 ,444,คู่, 100.00 ,44400,,
U-BPWX0830-1221,BAOJI-PW830-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,156,คู่, 100.00 ,15600,,
U-BPWX0830-1222,BAOJI-PW830-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,456,คู่, 100.00 ,45600,,
U-BPWX0830-1231,BAOJI-PW830-ดำบานเย็น[BLACK/ROSE],31/3/2015,01 ,336,คู่, 100.00 ,33600,,
U-BPWX0830-1714,BAOJI-PW830-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,312,คู่, 100.00 ,31200,,
U-BPWX0830-1724,BAOJI-PW830-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,228,คู่, 100.00 ,22800,,
U-BRMX0414-1215,SPORT-RM414-ดำแดง[BLACK/RED],31/3/2015,01 ,-72,คู่, 135.00 ,-9720,,
U-BRMX0414-1221,SPORT-RM414-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,-24,คู่, 135.00 ,-3240,,
U-BRMX0414-1224,SPORT-RM414-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,-48,คู่, 135.00 ,-6480,,
U-BRMX0453-1318,SPORT-RM453-ขาวกรม[WHITE/NAVY],31/3/2015,01 ,-24,คู่, 135.00 ,-3240,,
U-BRMX0609-1213,SPORT-RM609-ดำขาว[BLACK/WHITE],31/3/2015,01 ,168,คู่, 140.00 ,23520,,
U-BRMX0609-1223,SPORT-RM609-ดำเทา[BLACK/GREY],31/3/2015,01 ,36,คู่, 140.00 ,5040,,
U-BRMX0609-1714,SPORT-RM609-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,72,คู่, 93.33 ,6720,,
U-BRMX0609-1813,SPORT-RM609-กรมขาว[NAVY/WHITE],31/3/2015,01 ,168,คู่, 140.00 ,23520,,
U-BRSX0553-1215,SPORT-RS553-ดำแดง[BLACK/RED],31/3/2015,01 ,144,คู่, 125.00 ,18000,,
U-BRSX0553-1319,SPORT-RS553-ขาวฟ้า[WHITE/LT.BLUE],31/3/2015,01 ,-120,คู่, 125.00 ,-15000,,
U-BRSX0571-1315,SPORT-RS571-ขาวแดง[WHITE/RED],31/3/2015,01 ,-24,คู่, 130.00 ,-3120,,
U-BRSX0571-1319,SPORT-RS571-ขาวฟ้า[WHITE/LT.BLUE],31/3/2015,01 ,24,คู่, 130.00 ,3120,,
U-BRSX0584-1315,SPORT-RS584-ขาวแดง[WHITE/RED],31/3/2015,01 ,-24,คู่, 125.00 ,-3000,,
U-BRSX0584-1325,SPORT-RS584-ขาวชมพู[WHITE/PINK],31/3/2015,01 ,24,คู่, 125.00 ,3000,,
U-BRSX0593-1231,SPORT-RS593-ดำบานเย็น[BLACK/ROSE],31/3/2015,01 ,72,คู่, 130.00 ,9360,,
U-BRSX0593-1312,SPORT-RS593-ขาวดำ[WHITE/BLACK],31/3/2015,01 ,168,คู่, 130.00 ,21840,,
U-BRSX0593-1319,SPORT-RS593-ขาวฟ้า[WHITE/LT.BLUE],31/3/2015,01 ,24,คู่, 130.00 ,3120,,
U-BRSX0593-1325,SPORT-RS593-ขาวชมพู[WHITE/PINK],31/3/2015,01 ,48,คู่,,0,,
U-BRSX0595-1224,BINSIN-RS595-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,312,คู่,,0,,
U-BRSX0595-2325,BINSIN-RS595-เทาชมพู[GREY/PINK],31/3/2015,01 ,-24,คู่,,0,,
U-BRSX0602-1219,SPORT-RS602-ดำฟ้า[BLACK/LT.BLUE],31/3/2015,01 ,-24,คู่, 130.00 ,-3120,,
U-BRSX0603-1213,SPORT-RS603-ดำขาว[BLACK/WHITE],31/3/2015,01 ,-24,คู่, 130.00 ,-3120,,
U-BRSX0603-2319,SPORT-RS603-เทาฟ้า[GREY/LT.BLUE],31/3/2015,01 ,96,คู่, 130.00 ,12480,,
U-BRSX0603-2325,SPORT-RS603-เทาชมพู[GREY/PINK],31/3/2015,01 ,-72,คู่, 130.00 ,-9360,,
U-BRSX0606-1800,SPORT-RS606-กรม[NAVY],31/3/2015,01 ,48,คู่, 130.00 ,6240,,
U-BRSX0606-1900,SPORT-RS606-ฟ้า[LT.BLUE],31/3/2015,01 ,216,คู่, 130.00 ,28080,,
U-BRSX0606-2500,SPORT-RS606-ชมพู[PINK],31/3/2015,01 ,120,คู่, 130.00 ,15600,,
U-BRSX0607-1200,SPORT-RS607-ดำ[BLACK],31/3/2015,01 ,240,คู่, 150.00 ,36000,,
U-BRSX0607-1800,SPORT-RS607-กรม[NAVY],31/3/2015,01 ,192,คู่, 150.00 ,28800,,
U-BRSX0607-1900,SPORT-RS607-ฟ้า[LT.BLUE],31/3/2015,01 ,264,คู่, 150.00 ,39600,,
U-BRSX0609-1200,SPORT-RS609-ดำ[BLACK],31/3/2015,01 ,648,คู่, 130.00 ,84240,,
U-BRSX0609-1700,SPORT-RS609-น้ำตาล[BROWN],31/3/2015,01 ,696,คู่, 130.00 ,90480,,
U-BRSX0609-1800,SPORT-RS609-กรม[NAVY],31/3/2015,01 ,696,คู่, 130.00 ,90480,,
U-BRSX0610-1200,SPORT-RS610-ดำ[BLACK],31/3/2015,01 ,696,คู่, 150.00 ,104400,,
U-BRSX0610-1700,SPORT-RS610-น้ำตาล[BROWN],31/3/2015,01 ,768,คู่, 150.00 ,115200,,
U-BRSX0610-1800,SPORT-RS610-กรม[NAVY],31/3/2015,01 ,744,คู่, 300.00 ,223200,,
U-BRSX0611-1200,SPORT-RS611-ดำ[BLACK],31/3/2015,01 ,600,คู่, 130.00 ,78000,,
U-BRSX0611-1700,SPORT-RS611-น้ำตาล[BROWN],31/3/2015,01 ,624,คู่, 130.00 ,81120,,
U-BRSX0611-1800,SPORT-RS611-กรม[NAVY],31/3/2015,01 ,672,คู่, 130.00 ,87360,,
U-BRSX0612-1224,SPORT-RS612-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,24,คู่, 130.00 ,3120,,
U-BRSX0612-1826,SPORT-RS612-กรมเขียว[NAVY/GREEN],31/3/2015,01 ,288,คู่, 130.00 ,37440,,
U-BRSX0612-2319,SPORT-RS612-เทาฟ้า[GREY/LT.BLUE],31/3/2015,01 ,168,คู่, 130.00 ,21840,,
U-BRSX0612-2325,SPORT-RS612-เทาชมพู[GREY/PINK],31/3/2015,01 ,168,คู่, 130.00 ,21840,,
U-BRSX0613-1223,SPORT-RS613-ดำเทา[BLACK/GREY],31/3/2015,01 ,24,คู่, 130.00 ,3120,,
U-BRSX0615-1224,SPORT-RS615-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,-24,คู่, 130.00 ,-3120,,
U-BRSX0615-1319,SPORT-RS615-ขาวฟ้า[WHITE/LT.BLUE],31/3/2015,01 ,24,คู่, 130.00 ,3120,,
U-BSPG0643-1215,FASHION-SPG643-ดำแดง[BLACK/RED],31/3/2015,01 ,720,คู่, 80.00 ,57600,,
U-BSPG0643-1318,FASHION-SPG643-ขาวกรม[WHITE/NAVY],31/3/2015,01 ,792,คู่, 80.00 ,63360,,
U-BSPG0643-1331,FASHION-SPG643-ขาวบานเย็น[WHITE/ROSE],31/3/2015,01 ,864,คู่, 80.00 ,69120,,
U-BSPG0643-1724,FASHION-SPG643-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,864,คู่, 80.00 ,69120,,
U-BSPG0643-3118,FASHION-SPG643-บานเย็นกรม[ROSE/NAVY],31/3/2015,01 ,756,คู่, 80.00 ,60480,,
U-BSPG0645-1331,FASHION-SPG645-ขาวบานเย็น[WHITE/ROSE],31/3/2015,01 ,36,คู่, 115.00 ,4140,,
U-BSPG0646-3100,FASHION-SPG646-บานเย็น[ROSE],31/3/2015,01 ,36,คู่, 115.00 ,4140,,
U-BSPG0647-1800,FASHION-SPG647-กรม[NAVY],31/3/2015,01 ,828,คู่, 90.00 ,74520,,
U-BSPG0647-2600,FASHION-SPG647-เขียว[GREEN],31/3/2015,01 ,936,คู่, 90.00 ,84240,,
U-BSPG0647-2700,FASHION-SPG647-ม่วง[PURPLE],31/3/2015,01 ,936,คู่, 90.00 ,84240,,
U-BSPG0648-1215,FASHION-SPG648-ดำแดง[BLACK/RED],31/3/2015,01 ,756,คู่, 75.00 ,56700,,
U-BSPG0648-1522,FASHION-SPG648-แดงน้ำเงิน[RED/DR.BLUE],31/3/2015,01 ,468,คู่, 75.00 ,35100,,
U-BSPG0648-1624,FASHION-SPG648-น้ำตาลอ่อนส้ม[COFFEE/ORANGE],31/3/2015,01 ,720,คู่, 75.00 ,54000,,
U-BSPG0648-3100,FASHION-SPG648-บานเย็น[ROSE],31/3/2015,01 ,468,คู่, 75.00 ,35100,,
U-BSPG0653-1200,FASHION-SPG653-ดำ[BLACK],31/3/2015,01 ,504,คู่, 100.00 ,50400,,
U-BSPG0653-1400,FASHION-SPG653-ครีม[APRICOT],31/3/2015,01 ,648,คู่, 100.00 ,64800,,
U-BSPG0653-1800,FASHION-SPG653-กรม[NAVY],31/3/2015,01 ,360,คู่, 100.00 ,36000,,
U-BSPG0653-2700,FASHION-SPG653-ม่วง[PURPLE],31/3/2015,01 ,612,คู่, 100.00 ,61200,,
U-BSPG0653-3100,FASHION-SPG653-บานเย็น[ROSE],31/3/2015,01 ,648,คู่, 100.00 ,64800,,
U-BSPG0655-1200,FASHION-SPG655-ดำ[BLACK],31/3/2015,01 ,384,คู่, 81.67 ,31360.02,,
U-BSPG0655-1300,FASHION-SPG655-ขาว[WHITE],31/3/2015,01 ,432,คู่, 80.92 ,34957.09,,
U-BSPG0655-1700,FASHION-SPG655-น้ำตาล[BROWN],31/3/2015,01 ,336,คู่, 82.65 ,27771.27,,
U-BSPG0655-1900,FASHION-SPG655-ฟ้า[LT.BLUE],31/3/2015,01 ,432,คู่, 80.92 ,34957.09,,
U-BSPG0655-2500,FASHION-SPG655-ชมพู[PINK],31/3/2015,01 ,408,คู่, 81.27 ,33157.12,,
U-BSPG0655-3100,FASHION-SPG655-บานเย็น[ROSE],31/3/2015,01 ,408,คู่, 81.27 ,33157.12,,
U-BSPG0657-1231,FASHION-SPG657-ดำบานเย็น[BLACK/ROSE],31/3/2015,01 ,2160,คู่, 70.00 ,151200,,
U-BSPG0657-1331,FASHION-SPG657-ขาวบานเย็น[WHITE/ROSE],31/3/2015,01 ,1800,คู่, 70.00 ,126000,,
U-BSPG0657-1527,FASHION-SPG657-แดงม่วง[RED/PURPLE],31/3/2015,01 ,1440,คู่, 70.00 ,100800,,
U-BSPG0657-1626,FASHION-SPG657-น้ำตาลอ่อนเขียว[COFFEE/GREEN],31/3/2015,01 ,2208,คู่, 70.00 ,154560,,
U-BSPG0657-1921,FASHION-SPG657-ฟ้าเหลือง[LT.BLUE/YELLOW],31/3/2015,01 ,1800,คู่, 70.00 ,126000,,
U-BSPG0658-1200,FASHION-SPG658-ดำ[BLACK],31/3/2015,01 ,864,คู่, 87.57 ,75656.94,,
U-BSPG0658-1600,FASHION-SPG658-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,888,คู่, 88.83 ,78881.04,,
U-BSPG0658-1700,FASHION-SPG658-น้ำตาล[BROWN],31/3/2015,01 ,864,คู่, 88.80 ,76722.69,,
U-BSPG0658-1900,FASHION-SPG658-ฟ้า[BLUE],31/3/2015,01 ,888,คู่, 88.83 ,78881.04,,
U-BSPG0658-2700,FASHION-SPG658-ม่วง[PURPLE],31/3/2015,01 ,888,คู่, 88.80 ,78853.87,,
U-BSPG0659-1200,FASHION-SPG659-ดำ[BLACK],31/3/2015,01 ,360,คู่, 80.00 ,28800,,
U-BSPG0659-1400,FASHION-SPG659-ครีม[APRICOT],31/3/2015,01 ,360,คู่, 80.00 ,28800,,
