stkcod,stkdes,docdat,loccod,trnqty               ,tqucod, unitpr                 ,trnbal,newbal,
U-BMXX0081-1222,BINSIN-M81-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,504,คู่, 80.00 ,40320,,
U-BMXX0081-1721,BINSIN-M81-น้ำตาลเหลือง[BROWN/YELLOW],31/3/2015,01 ,504,คู่, 80.00 ,40320,,
U-BMXX0081-2014,BINSIN-M81-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,600,คู่, 80.00 ,48000,,
U-BMXX0081-2312,BINSIN-M81-เทาดำ[GREY/BLACK],31/3/2015,01 ,624,คู่, 80.00 ,49920,,
U-BMXX0082-1223,BINSIN-M82-ดำเทา[BLACK/GREY],31/3/2015,01 ,1056,คู่, 80.00 ,84480,,
U-BMXX0082-1721,BINSIN-M82-น้ำตาลเหลือง[BROWN/YELLOW],31/3/2015,01 ,1056,คู่, 80.00 ,84480,,
U-BMXX0082-2014,BINSIN-M82-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,1056,คู่, 80.00 ,84480,,
U-BMXX0082-2312,BINSIN-M82-เทาดำ[GREY/BLACK],31/3/2015,01 ,1056,คู่, 80.00 ,84480,,
U-BMXX0200-2000,BINSIN-M200-กากี[KHAKI],31/3/2015,01 ,168,คู่, 115.00 ,19320,,
U-BMXX0201-1200,BINSIN-M201-ดำ[BLACK],31/3/2015,01 ,144,คู่, 115.00 ,16560,,
U-BMXX0201-1800,BINSIN-M201-กรม[NAVY],31/3/2015,01 ,24,คู่, 115.00 ,2760,,
U-BMXX0201-2000,BINSIN-M201-กากี[KHAKI],31/3/2015,01 ,24,คู่, 115.00 ,2760,,
U-BMXX0204-1724,BINSIN-M204-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,60,คู่, 85.00 ,5100,,
U-BMXX0204-2014,BINSIN-M204-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,204,คู่, 85.00 ,17340,,
U-BMXX0209-1215,BINSIN-M209-ดำแดง[BLACK/RED],31/3/2015,01 ,480,คู่, 170.00 ,81600,,
U-BMXX0209-1223,BINSIN-M209-ดำเทา[BLACK/GREY],31/3/2015,01 ,624,คู่, 170.00 ,106080,,
U-BMXX0209-1714,BINSIN-M209-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,576,คู่, 170.00 ,97920,,
U-BMXX0209-1819,BINSIN-M209-กรมฟ้า[NAVY/LT.BLUE],31/3/2015,01 ,876,คู่, 170.00 ,148920,,
U-BMXX0209-2621,BINSIN-M209-เขียวเหลือง[GREEN/YELLOW],31/3/2015,01 ,696,คู่, 170.00 ,118320,,
U-BMXX0217-1215,BAOJI-M217-ดำแดง[BLACK/RED],31/3/2015,01 ,636,คู่, 180.00 ,114480,,
U-BMXX0217-1714,BAOJI-M217-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,96,คู่, 180.00 ,17280,,
U-BMXX0217-1819,BAOJI-M217-กรมฟ้า[NAVY/LT.BLUE],31/3/2015,01 ,132,คู่, 180.00 ,23760,,
U-BMXX0217-2321,BAOJI-M217-เทาเหลือง[GREY/YELLOW],31/3/2015,01 ,624,คู่, 180.00 ,112320,,
U-BMXX0217-2624,BAOJI-M217-เขียวส้ม[GREEN/ORANGE],31/3/2015,01 ,204,คู่, 180.00 ,36720,,
U-BMXX0219-2300,BAOJI-M219-เทา[GREY],31/3/2015,01 ,12,คู่, 90.00 ,1080,,
U-BMXX0220-1714,BAOJI-M220-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,12,คู่, 85.00 ,1020,,
U-BMXX0221-1724,BAOJI-M221-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,144,คู่, 85.00 ,12240,,
U-BMXX0221-2223,BAOJI-M221-น้ำเงินเทา[DR.BLUE/GREY],31/3/2015,01 ,144,คู่, 85.00 ,12240,,
U-BMXX0221-2326,BAOJI-M221-เทาเขียว[GREY/GREEN],31/3/2015,01 ,216,คู่, 85.00 ,18360,,
U-BMXX0222-1215,BAOJI-M222-ดำแดง[BLACK/RED],31/3/2015,01 ,336,คู่, 85.00 ,28560,,
U-BMXX0222-1226,BAOJI-M222-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,432,คู่, 85.00 ,36720,,
U-BMXX0222-1714,BAOJI-M222-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,72,คู่, 85.00 ,6120,,
U-BMXX0222-2312,BAOJI-M222-เทาดำ[GREY/BLACK],31/3/2015,01 ,240,คู่, 85.00 ,20400,,
U-BMXX0223-1724,BAOJI-M223-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,84,คู่, 85.00 ,7140,,
U-BMXX0223-1821,BAOJI-M223-กรมเหลือง[NAVY/YELLOW],31/3/2015,01 ,48,คู่, 198.57 ,9531.38,,
U-BMXX0223-2312,BAOJI-M223-เทาดำ[GREY/BLACK],31/3/2015,01 ,180,คู่, 85.00 ,15300,,
U-BMXX0224-1223,BAOJI-M224-ดำเทา[BLACK/GREY],31/3/2015,01 ,96,คู่, 85.00 ,8160,,
U-BMXX0224-1823,BAOJI-M224-กรมเทา[NAVY/GREY],31/3/2015,01 ,240,คู่, 85.00 ,20400,,
U-BMXX0224-2312,BAOJI-M224-เทาดำ[GREY/BLACK],31/3/2015,01 ,168,คู่, 85.00 ,14280,,
U-BMXX0224-2318,BAOJI-M224-เทากรม[GREY/NAVY],31/3/2015,01 ,360,คู่, 85.00 ,30600,,
U-BMXX0225-1223,BAOJI-M225-ดำเทา[BLACK/GREY],31/3/2015,01 ,24,คู่, 85.00 ,2040,,
U-BMXX0225-1714,BAOJI-M225-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,-12,คู่, 85.00 ,-1020,,
U-BMXX0225-1724,BAOJI-M225-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,204,คู่, 85.00 ,17340,,
U-BMXX0225-1821,BAOJI-M225-กรมเหลือง[NAVY/YELLOW],31/3/2015,01 ,840,คู่, 85.00 ,71400,,
U-BMXX0225-2312,BAOJI-M225-เทาดำ[GREY/BLACK],31/3/2015,01 ,468,คู่, 85.00 ,39780,,
U-BMXX0226-1215,BAOJI-M226-ดำแดง[BLACK/RED],31/3/2015,01 ,36,คู่, 115.00 ,4140,,
U-BMXX0226-1724,BAOJI-M226-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,60,คู่, 115.00 ,6900,,
U-BMXX0226-1823,BAOJI-M226-กรมเทา[NAVY/GREY],31/3/2015,01 ,72,คู่, 115.00 ,8280,,
U-BMXX0226-2014,BAOJI-M226-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,168,คู่, 115.00 ,19320,,
U-BMXX0226-2312,BAOJI-M226-เทาดำ[GREY/BLACK],31/3/2015,01 ,60,คู่, 115.00 ,6900,,
U-BMXX0227-1223,BAOJI-M227-ดำเทา[BLACK/GREY],31/3/2015,01 ,372,คู่, 85.00 ,31620,,
U-BMXX0227-1724,BAOJI-M227-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,372,คู่, 85.00 ,31620,,
U-BMXX0227-1823,BAOJI-M227-กรมเทา[NAVY/GREY],31/3/2015,01 ,372,คู่, 85.00 ,31620,,
U-BMXX0227-2014,BAOJI-M227-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,372,คู่, 85.00 ,31620,,
U-BMXX0227-2312,BAOJI-M227-เทาดำ[GREY/BLACK],31/3/2015,01 ,384,คู่, 85.00 ,32640,,
U-BMXX0228-1819,BAOJI-M228-กรมฟ้า[NAVY/LT.BLUE],31/3/2015,01 ,60,คู่, 85.00 ,5100,,
U-BMXX0228-2014,BAOJI-M228-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,156,คู่, 85.00 ,13260,,
U-BMXX0228-2122,BAOJI-M228-เหลืองน้ำเงิน[YELLOW/DR.BLUE],31/3/2015,01 ,240,คู่, 85.00 ,20400,,
U-BMXX0229-1215,BAOJI-M229-ดำแดง[BLACK/RED],31/3/2015,01 ,1116,คู่, 170.00 ,189720,,
U-BMXX0229-1724,BAOJI-M229-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,1188,คู่, 170.00 ,201960,,
U-BMXX0229-1819,BAOJI-M229-กรมฟ้า[NAVY/LT.BLUE],31/3/2015,01 ,720,คู่, 170.00 ,122400,,
U-BMXX0229-2012,BAOJI-M229-กากีดำ[KHAKI/BLACK],31/3/2015,01 ,768,คู่, 170.00 ,130560,,
U-BMXX0229-2300,BAOJI-M229-เทา[GREY],31/3/2015,01 ,612,คู่, 170.00 ,104040,,
U-BMXX0230-1223,BAOJI-M230-ดำเทา[BLACK/GREY],31/3/2015,01 ,564,คู่, 85.00 ,47940,,
U-BMXX0230-1226,BAOJI-M230-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,588,คู่, 85.00 ,49980,,
U-BMXX0230-1714,BAOJI-M230-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,552,คู่, 85.00 ,46920,,
U-BMXX0230-2221,BAOJI-M230-น้ำเงินเหลือง[DR.BLUE/YELLOW],31/3/2015,01 ,576,คู่, 85.00 ,48960,,
U-BMXX0230-2312,BAOJI-M230-เทาดำ[GREY/BLACK],31/3/2015,01 ,588,คู่, 82.10 ,48275.59,,
U-BMXX0231-1223,BAOJI-M231-ดำเทา[BLACK/GREY],31/3/2015,01 ,420,คู่, 85.00 ,35700,,
U-BMXX0231-1714,BAOJI-M231-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,420,คู่, 85.00 ,35700,,
U-BMXX0231-2224,BAOJI-M231-น้ำเงินส้ม[DR.BLUE/ORANGE],31/3/2015,01 ,600,คู่, 85.00 ,51000,,
U-BMXX0231-2312,BAOJI-M231-เทาดำ[GREY/BLACK],31/3/2015,01 ,516,คู่, 85.00 ,43860,,
U-BMXX0231-2621,BAOJI-M231-เขียวเหลือง[GREEN/YELLOW],31/3/2015,01 ,636,คู่, 85.00 ,54060,,
U-BMXX0232-1223,BAOJI-M232-ดำเทา[BLACK/GREY],31/3/2015,01 ,648,คู่, 85.00 ,55080,,
U-BMXX0232-1714,BAOJI-M232-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,660,คู่, 85.00 ,56100,,
U-BMXX0232-1721,BAOJI-M232-น้ำตาลเหลือง[BROWN/YELLOW],31/3/2015,01 ,636,คู่, 85.00 ,54060,,
U-BMXX0232-2026,BAOJI-M232-กากีเขียว[KHAKI/GREEN],31/3/2015,01 ,708,คู่, 85.00 ,60180,,
U-BMXX0232-2224,BAOJI-M232-น้ำเงินส้ม[DR.BLUE/ORANGE],31/3/2015,01 ,720,คู่, 85.00 ,61200,,
U-BMXX0233-1215,BAOJI-M233-ดำแดง[BLACK/RED],31/3/2015,01 ,624,คู่, 85.00 ,53040,,
U-BMXX0233-2014,BAOJI-M233-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,600,คู่, 85.00 ,51000,,
U-BMXX0233-2312,BAOJI-M233-เทาดำ[GREY/BLACK],31/3/2015,01 ,696,คู่, 85.00 ,59160,,
U-BMXX0233-2621,BAOJI-M233-เขียวเหลือง[GREEN/YELLOW],31/3/2015,01 ,576,คู่, 85.00 ,48960,,
U-BMXX0234-1221,BINSIN-M234-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,1104,คู่, 75.00 ,82800,,
U-BMXX0234-1223,BINSIN-M234-ดำเทา[BLACK/GREY],31/3/2015,01 ,1068,คู่, 75.00 ,80100,,
U-BMXX0234-1724,BINSIN-M234-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,1104,คู่, 75.00 ,82800,,
U-BMXX0234-1819,BINSIN-M234-กรมฟ้า[NAVY/LT.BLUE],31/3/2015,01 ,1092,คู่, 75.00 ,81900,,
U-BMXX0234-2014,BINSIN-M234-กากีครีม[KHAKI/APRICOT],31/3/2015,01 ,1092,คู่, 75.00 ,81900,,
U-BMXX0236-1222,BAOJI-M236-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,1128,คู่, 85.00 ,95880,,
U-BMXX0236-1223,BAOJI-M236-ดำเทา[BLACK/GREY],31/3/2015,01 ,1044,คู่, 85.00 ,88740,,
U-BMXX0236-1714,BAOJI-M236-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,1128,คู่, 85.00 ,95880,,
U-BMXX0236-2312,BAOJI-M236-เทาดำ[GREY/BLACK],31/3/2015,01 ,1176,คู่, 85.00 ,99960,,
U-BMXX0381-1200,BINSIN-M381-ดำ[BLACK],31/3/2015,01 ,156,คู่, 220.00 ,34320,,
U-BMXX0449-1200,BINSIN-M449-ดำ[BLACK],31/3/2015,01 ,252,คู่, 330.00 ,83160,,
U-BMXX0449-1600,BINSIN-M449-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,288,คู่, 330.00 ,95040,,
U-BMXX0449-1700,BINSIN-M449-น้ำตาล[BROWN],31/3/2015,01 ,216,คู่, 330.00 ,71280,,
U-BMXX0451-1200,BINSIN-M451-ดำ[BLACK],31/3/2015,01 ,252,คู่, 200.00 ,50400,,
U-BMXX0462-1700,BINSIN-M462-น้ำตาล[BROWN],31/3/2015,01 ,12,คู่, 250.00 ,3000,,
U-BMXX0463-1200,BINSIN-M463-ดำ[BLACK],31/3/2015,01 ,48,คู่, 250.00 ,12000,,
U-BMXX0468-1200,BINSIN-M468-ดำ[BLACK],31/3/2015,01 ,156,คู่, 240.00 ,37440,,
U-BMXX0468-1700,BINSIN-M468-น้ำตาล[BROWN],31/3/2015,01 ,156,คู่, 240.00 ,37440,,
U-BMXX0470-1200,BINSIN-M470-ดำ[BLACK],31/3/2015,01 ,144,คู่, 250.00 ,36000,,
U-BMXX0470-1300,BINSIN-M470-ขาว[WHITE],31/3/2015,01 ,180,คู่, 250.00 ,45000,,
U-BMXX0478-1200,BINSIN-M478-ดำ[BLACK],31/3/2015,01 ,48,คู่, 220.00 ,10560,,
U-BMXX0478-1700,BINSIN-M478-น้ำตาล[BROWN],31/3/2015,01 ,24,คู่, 220.00 ,5280,,
U-BMXX0485-1200,BINSIN-M485-ดำ[BLACK],31/3/2015,01 ,468,คู่, 200.00 ,93600,,
U-BMXX0486-1200,BINSIN-M486-ดำ[BLACK],31/3/2015,01 ,540,คู่, 200.00 ,108000,,
U-BMXX0487-1200,BINSIN-M487-ดำ[BLACK],31/3/2015,01 ,660,คู่, 200.00 ,132000,,
U-BMXX0488-1200,BINSIN-M488-ดำ[BLACK],31/3/2015,01 ,576,คู่, 200.00 ,115200,,
U-BMXX0489-1200,BINSIN-M489-ดำ[BLACK],31/3/2015,01 ,72,คู่, 200.00 ,14400,,
U-BMXX0491-1200,BINSIN-M491-ดำ[BLACK],31/3/2015,01 ,144,คู่, 270.00 ,38880,,
U-BMXX0491-1700,BINSIN-M491-น้ำตาล[BROWN],31/3/2015,01 ,144,คู่, 270.00 ,38880,,
U-BMXX0491-2000,BINSIN-M491-กากี[KHAKI],31/3/2015,01 ,96,คู่, 270.00 ,25920,,
U-BMXX0492-1200,BINSIN-M492-ดำ[BLACK],31/3/2015,01 ,156,คู่, 270.00 ,42120,,
U-BMXX0492-1600,BINSIN-M492-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,108,คู่, 270.00 ,29160,,
U-BMXX0492-1700,BINSIN-M492-น้ำตาล[BROWN],31/3/2015,01 ,156,คู่, 270.00 ,42120,,
U-BMXX0493-1200,BINSIN-M493-ดำ[BLACK],31/3/2015,01 ,144,คู่, 250.00 ,36000,,
U-BMXX0493-1600,BINSIN-M493-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,156,คู่, 250.00 ,39000,,
U-BMXX0493-1700,BINSIN-M493-น้ำตาล[BROWN],31/3/2015,01 ,108,คู่, 250.00 ,27000,,
U-BMXX0494-1200,BINSIN-M494-ดำ[BLACK],31/3/2015,01 ,108,คู่, 300.00 ,32400,,
U-BMXX0494-1600,BINSIN-M494-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,12,คู่, 300.00 ,3600,,
U-BMXX0494-1700,BINSIN-M494-น้ำตาล[BROWN],31/3/2015,01 ,12,คู่, 300.00 ,3600,,
U-BMXX0497-1200,BINSIN-M497-ดำ[BLACK],31/3/2015,01 ,60,คู่, 250.00 ,15000,,
U-BMXX0497-1300,BINSIN-M497-ขาว[WHITE],31/3/2015,01 ,84,คู่, 250.00 ,21000,,
U-BMXX0497-1700,BINSIN-M497-น้ำตาล[BROWN],31/3/2015,01 ,36,คู่, 250.00 ,9000,,
U-BMXX0498-1200,BINSIN-M498-ดำ[BLACK],31/3/2015,01 ,72,คู่, 250.00 ,18000,,
U-BMXX0498-1700,BINSIN-M498-น้ำตาล[BROWN],31/3/2015,01 ,48,คู่, 250.00 ,12000,,
U-BMXX0499-1200,BINSIN-M499-ดำ[BLACK],31/3/2015,01 ,24,คู่, 250.00 ,6000,,
U-BMXX0499-1600,BINSIN-M499-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,84,คู่, 250.00 ,21000,,
U-BMXX0499-1700,BINSIN-M499-น้ำตาล[BROWN],31/3/2015,01 ,60,คู่, 250.00 ,15000,,
U-BMXX0501-1215,BAOJI-M501-ดำแดง[BLACK/RED],31/3/2015,01 ,1020,คู่, 80.00 ,81600,,
U-BMXX0501-1714,BAOJI-M501-น้ำตาลครีม[BROWN/APRICOT],31/3/2015,01 ,1056,คู่, 80.00 ,84480,,
U-BMXX0501-1724,BAOJI-M501-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,1236,คู่, 80.00 ,98880,,
U-BMXX0501-1823,BAOJI-M501-กรมเทา[NAVY/GREY],31/3/2015,01 ,204,คู่, 80.00 ,16320,,
U-BMXX0506-1215,BAOJI-M506-ดำแดง[BLACK/RED],31/3/2015,01 ,1416,คู่, 95.00 ,134520,,
U-BMXX0506-1223,BAOJI-M506-ดำเทา[BLACK/GREY],31/3/2015,01 ,1032,คู่, 95.00 ,98040,,
U-BMXX0506-1724,BAOJI-M506-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,24,คู่, 95.00 ,2280,,
U-BMXX0506-1817,BAOJI-M506-กรมน้ำตาล[NAVY/BROWN],31/3/2015,01 ,1176,คู่, 95.00 ,111720,,
U-BMXX0506-2312,BAOJI-M506-เทาดำ[GREY/BLACK],31/3/2015,01 ,1128,คู่, 95.00 ,107160,,
U-BMXX0801-1700,BAOJI-M801-น้ำตาล[BROWN],31/3/2015,01 ,528,คู่, 95.00 ,50160,,
U-BMXX0801-1800,BAOJI-M801-กรม[NAVY],31/3/2015,01 ,360,คู่, 95.00 ,34200,,
U-BMXX0801-2300,BAOJI-M801-เทา[GREY],31/3/2015,01 ,1152,คู่, 95.00 ,109440,,
U-BMXX1002-1200,BAOJI-M1002-ดำ[BLACK],31/3/2015,01 ,396,คู่, 80.00 ,31680,,
U-BMXX1002-1300,BAOJI-M1002-ขาว[WHITE],31/3/2015,01 ,192,คู่, 80.00 ,15360,,
U-BMXX1002-1700,BAOJI-M1002-น้ำตาล[BROWN],31/3/2015,01 ,516,คู่, 79.25 ,40890.64,,
U-BMXX1002-1800,BAOJI-M1002-กรม[NAVY],31/3/2015,01 ,588,คู่, 80.00 ,47040,,
U-BMXX1002-2200,BAOJI--M1002-น้ำเงิน[DR.BLUE],31/3/2015,01 ,-168,คู่, 80.00 ,-13440,,
U-BMXX1002-2300,BAOJI-M1002-เทา[GREY],31/3/2015,01 ,144,คู่, 80.00 ,11520,,
U-BMXX1222-1215,BALLOON-M1222-ดำแดง[BLACK/RED],31/3/2015,01 ,414,คู่, 37.61 ,15570.32,,
U-BMXX1222-1724,BALLOON-M1222-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,108,คู่, 37.61 ,4061.48,,
U-BMXX1222-1821,BALLOON-M1222-กรมเหลือง[NAVY/YELLOW],31/3/2015,01 ,390,คู่, 75.00 ,29250,,
U-BMXX1222-1824,BALLOON-M1222-กรมส้ม[NAVY/ORANGE],31/3/2015,01 ,456,คู่, 73.17 ,33365.28,,
U-BMXX1222-2315,BALLOON-M1222-เทาแดง[GREY/RED],31/3/2015,01 ,78,คู่, 3.48 ,271.78,,
U-BMXX1222-2319,BALLOON-M1222-เทาฟ้า[GREY/LT.BLUE],31/3/2015,01 ,456,คู่, 75.00 ,34200,,
U-BMXX449A-1200,BINSIN-M449A-ดำ[BLACK],31/3/2015,01 ,12,คู่, 330.00 ,3960,,
U-BMXX449A-1600,BINSIN-M449A-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,24,คู่, 330.00 ,7920,,
U-BMXX5030-1200,BINSIN-M5030-ดำ[BLACK],31/3/2015,01 ,264,คู่, 200.00 ,52800,,
U-BMXX5031-1200,BINSIN-M5031-ดำ[BLACK],31/3/2015,01 ,288,คู่,,0,,
U-BMXX5032-1600,BINSIN-M5032-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,48,คู่, 240.00 ,11520,,
U-BMXX5032-1700,BINSIN-M5032-น้ำตาล[BROWN],31/3/2015,01 ,36,คู่, 240.00 ,8640,,
U-BMXX5033-1200,BINSIN-M5033-ดำ[BLACK],31/3/2015,01 ,228,คู่, 200.00 ,45600,,
U-BMXX5034-1200,BINSIN-M5034-ดำ[BLACK],31/3/2015,01 ,84,คู่, 250.00 ,21000,,
U-BMXX5034-1600,BINSIN-M5034-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,48,คู่, 250.00 ,12000,,
U-BMXX5034-1700,BINSIN-M5034-น้ำตาล[BROWN],31/3/2015,01 ,72,คู่, 250.00 ,18000,,
U-BMXX5035-1200,BINSIN-M5035-ดำ[BLACK],31/3/2015,01 ,420,คู่, 220.00 ,92400,,
U-BMXX5042-1200,BINSIN-M5042-ดำ[BLACK],31/3/2015,01 ,36,คู่,,0,,
U-BMXX5042-1700,BINSIN-M5042-น้ำตาล[BROWN],31/3/2015,01 ,24,คู่, 240.00 ,5760,,
U-BMXX5042-1800,BINSIN-M5042-กรม[NAVY],31/3/2015,01 ,72,คู่, 240.00 ,17280,,
U-BMXX5043-1200,BINSIN-M5043-ดำ[BLACK],31/3/2015,01 ,228,คู่, 270.00 ,61560,,
U-BMXX5043-1700,BINSIN-M5043-น้ำตาล[BROWN],31/3/2015,01 ,204,คู่, 270.00 ,55080,,
U-BMXX5043-2100,BINSIN-M5043-เหลือง[YELLOW],31/3/2015,01 ,228,คู่, 270.00 ,61560,,
U-BMXX5046-1200,BINSIN-M5046-ดำ[BLACK],31/3/2015,01 ,216,คู่, 240.00 ,51840,,
U-BMXX5046-1700,BINSIN-M5046-น้ำตาล[BROWN],31/3/2015,01 ,216,คู่, 240.00 ,51840,,
U-BMXX5046-2100,BINSIN-M5046-เหลือง[YELLOW],31/3/2015,01 ,180,คู่, 240.00 ,43200,,
U-BPBB0809-1215,BAOJI-PBB809-ดำแดง[BLACK/RED],31/3/2015,01 ,144,คู่, 85.00 ,12240,,
U-BPBB0809-1221,BAOJI-PBB809-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,336,คู่, 85.00 ,28560,,
U-BPBB0809-1222,BAOJI-PBB809-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,324,คู่, 85.00 ,27540,,
U-BPBB0809-1224,BAOJI-PBB809-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,348,คู่, 85.00 ,29580,,
U-BPBB0809-1226,BAOJI-PBB809-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,324,คู่, 85.00 ,27540,,
U-BPBX0803-1500,BAOJI-PB803-แดง[RED],31/3/2015,01 ,24,คู่, 104.50 ,2508.01,,
U-BPBX0803-1900,BAOJI-PB803-ฟ้า[LT.BLUE],31/3/2015,01 ,48,คู่, 85.00 ,4080.02,,
U-BPBX0803-2100,BAOJI-PB803-เหลือง[YELLOW],31/3/2015,01 ,36,คู่, 85.00 ,3060,,
U-BPBX0803-2400,BAOJI-PB803-ส้ม[ORANGE],31/3/2015,01 ,144,คู่, 104.65 ,15069.53,,
U-BPBX0803-2600,BAOJI-PB803-เขียว[GREEN],31/3/2015,01 ,12,คู่, 104.64 ,1255.68,,
U-BPBX0804-1500,BAOJI-PB804-แดง[RED],31/3/2015,01 ,588,คู่, 85.00 ,49980,,
U-BPBX0804-2100,BAOJI-PB804-เหลือง[YELLOW],31/3/2015,01 ,504,คู่, 85.00 ,42840,,
U-BPBX0804-2400,BAOJI-PB804-ส้ม[ORANGE],31/3/2015,01 ,672,คู่, 85.00 ,57120,,
U-BPBX0804-2600,BAOJI-PB804-เขียว[GREEN],31/3/2015,01 ,624,คู่, 85.00 ,53040,,
U-BPBX0805-1200,BAOJI-PB805-ดำ[BLACK],31/3/2015,01 ,96,คู่, 87.27 ,8378.17,,
U-BPBX0805-1700,BAOJI-PB805-น้ำตาล[BROWN],31/3/2015,01 ,120,คู่, 87.27 ,10472.72,,
U-BPBX0806-1500,BAOJI-PB806-แดง[RED],31/3/2015,01 ,336,คู่, 85.00 ,28560,,
U-BPBX0806-2100,BAOJI-PB806-เหลือง[YELLOW],31/3/2015,01 ,372,คู่, 85.00 ,31620,,
U-BPBX0806-2400,BAOJI-PB806-ส้ม[ORANGE],31/3/2015,01 ,288,คู่, 85.00 ,24480,,
U-BPBX0806-2600,BAOJI-PB806-เขียว[GREEN],31/3/2015,01 ,228,คู่, 85.00 ,19380,,
U-BPBX0807-1215,BAOJI-PB807-ดำแดง[BLACK/RED],31/3/2015,01 ,432,คู่, 85.00 ,36720,,
U-BPBX0807-1221,BAOJI-PB807-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,204,คู่, 85.00 ,17340,,
U-BPBX0807-1226,BAOJI-PB807-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,84,คู่, 85.00 ,7140,,
U-BPBX0807-1724,BAOJI-PB807-น้ำตาลส้ม[BROWN/ORANGE],31/3/2015,01 ,576,คู่, 85.01 ,48966.23,,
U-BPBX0808-1215,BAOJI-PB808-ดำแดง[BLACK/RED],31/3/2015,01 ,288,คู่, 135.17 ,38929.21,,
U-BPBX0808-1221,BAOJI-PB808-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,360,คู่, 85.00 ,30600,,
U-BPBX0808-1222,BAOJI-PB808-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,264,คู่, 85.00 ,22440,,
U-BPBX0808-1224,BAOJI-PB808-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,372,คู่, 85.00 ,31620,,
U-BPBX0808-1226,BAOJI-PB808-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,360,คู่, 85.00 ,30600,,
U-BPBX0809-1215,BAOJI-PB809-ดำแดง[BLACK/RED],31/3/2015,01 ,204,คู่, 85.87 ,17517.21,,
U-BPBX0809-1221,BAOJI-PB809-ดำเหลือง[BLACK/YELLOW],31/3/2015,01 ,288,คู่, 85.00 ,24480,,
U-BPBX0809-1222,BAOJI-PB809-ดำน้ำเงิน[BLACK/DR.BLUE],31/3/2015,01 ,132,คู่, 85.00 ,11220,,
U-BPBX0809-1224,BAOJI-PB809-ดำส้ม[BLACK/ORANGE],31/3/2015,01 ,192,คู่, 85.00 ,16320,,
U-BPBX0809-1226,BAOJI-PB809-ดำเขียว[BLACK/GREEN],31/3/2015,01 ,180,คู่, 85.00 ,15300,,
U-BPMX0803-1200,BAOJI-PM803-ดำ[BLACK],31/3/2015,01 ,72,คู่, 97.79 ,7040.85,,
U-BPMX0803-1700,BAOJI-PM803-น้ำตาล[BROWN],31/3/2015,01 ,228,คู่, 105.13 ,23969.45,,
